Participant,block,Trial_Index_,identifier,face,you,proposer,fairness,OFFER_CUMMULATIVE,KEY_PRESSED,RT,accept,emotion,gender
P3,3,49,62,DST_051_M_ANG.png,600,400,hyperfair,0,a,651.58,a,0,1
P3,3,50,114,DST_098_M_HPY.png,200,800,unfair,0,a,1583.87,a,1,1
P3,3,51,68,DST_064_M_ANG.png,800,200,hyperfair,0,a,688.35,a,0,1
P3,3,52,44,DST_079_M_ANG.png,300,700,unfair,0,j,1874.79,a,0,1
P3,3,53,11,DST_137_F_ANG.png,400,600,unfair,0,a,1160.13,a,0,0
P3,3,54,94,DST_159_F_HPY.png,500,500,fair,0,a,680.94,a,1,0
P3,3,55,75,DST_142_F_HPY.png,100,900,unfair,0,j,1276.8,a,1,0
P3,3,56,9,DST_129_F_ANG.png,300,700,unfair,0,a,1416.47,a,0,0
P3,3,57,47,DST_030_M_ANG.png,400,600,unfair,0,a,860.22,a,0,1
P3,3,58,57,DST_088_M_ANG.png,500,500,fair,0,a,791.24,a,0,1
P3,3,59,41,DST_016_M_ANG.png,200,800,unfair,0,j,1319.55,a,0,1
P3,3,60,51,DST_090_M_ANG.png,500,500,fair,0,a,802.13,a,0,1
P3,3,61,3,DST_138_F_ANG.png,100,900,unfair,0,j,1281.28,a,0,0
P3,3,62,15,DST_123_F_ANG.png,500,500,fair,0,a,894.92,a,0,0
P3,3,63,107,DST_130_F_HPY.png,900,100,hyperfair,0,a,2007.55,a,1,0
P3,3,64,113,DST_016_M_HPY.png,200,800,unfair,0,j,1287.99,a,1,1
P3,3,65,38,DST_043_M_ANG.png,100,900,unfair,0,j,1441.76,a,0,1
P3,3,66,72,DST_013_M_ANG.png,900,100,hyperfair,0,a,935.76,a,0,1
P3,3,67,87,DST_046_F_HPY.png,500,500,fair,0,a,1281.48,a,1,0
P3,3,68,64,DST_106_M_ANG.png,700,300,hyperfair,0,a,1231.04,a,0,1
P3,3,69,16,DST_131_F_ANG.png,500,500,fair,0,a,1019.13,a,0,0
P3,3,70,26,DST_135_F_ANG.png,600,400,hyperfair,0,a,1104.99,a,0,0
P3,3,71,5,DST_124_F_ANG.png,200,800,unfair,0,j,1523.1,a,0,0
P3,3,72,63,DST_081_M_ANG.png,600,400,hyperfair,0,a,948.79,a,0,1
P3,3,73,23,DST_032_F_ANG.png,500,500,fair,0,a,752.06,a,0,0
P3,3,74,97,DST_173_F_HPY.png,600,400,hyperfair,0,a,1216.92,a,1,0
P3,3,75,85,DST_002_F_HPY.png,500,500,fair,0,a,783.51,a,1,0
P3,3,76,144,DST_091_M_HPY.png,900,100,hyperfair,0,a,720.55,a,1,1
P3,3,77,45,DST_099_M_ANG.png,300,700,unfair,0,j,1058.18,a,0,1
P3,3,78,28,DST_161_F_ANG.png,700,300,hyperfair,0,a,885.1,a,0,0
P3,3,79,18,DST_023_F_ANG.png,500,500,fair,0,a,782.26,a,0,0
P3,3,80,117,DST_015_M_HPY.png,300,700,unfair,0,j,1599.04,a,1,1
P3,3,81,90,DST_164_F_HPY.png,500,500,fair,0,a,554.5,a,1,0
P3,3,82,74,DST_036_F_HPY.png,100,900,unfair,0,j,965.6,a,1,0
P3,3,83,96,DST_162_F_HPY.png,500,500,fair,0,a,938.36,a,1,0
P3,3,84,138,DST_118_M_HPY.png,700,300,hyperfair,0,a,901.32,a,1,1
P3,3,85,84,DST_129_F_HPY.png,400,600,unfair,0,a,2222.99,a,1,0
P3,3,86,31,DST_171_F_ANG.png,800,200,hyperfair,0,a,1219.63,a,0,0
P3,3,87,78,DST_145_F_HPY.png,200,800,unfair,0,j,1056.13,a,1,0
P3,3,88,112,DST_116_M_HPY.png,200,800,unfair,0,j,1513.22,a,1,1
P3,3,89,66,DST_114_M_ANG.png,700,300,hyperfair,0,a,1001.48,a,0,1
P3,3,90,36,DST_004_F_ANG.png,900,100,hyperfair,0,a,1151.47,a,0,0
P3,3,91,129,DST_031_M_HPY.png,500,500,fair,0,a,1022.75,a,1,1
P3,3,92,134,DST_064_M_HPY.png,600,400,hyperfair,0,a,1156.38,a,1,1
P3,3,93,93,DST_146_F_HPY.png,500,500,fair,0,a,1125.46,a,1,0
P3,3,94,88,DST_131_F_HPY.png,500,500,fair,0,a,1307.04,a,1,0
P3,3,95,133,DST_030_M_HPY.png,600,400,hyperfair,0,a,736.98,a,1,1
P3,3,96,89,DST_137_F_HPY.png,500,500,fair,0,a,674.04,a,1,0
P3,3,97,110,DST_086_M_HPY.png,100,900,unfair,0,j,1396.52,a,1,1
P3,3,98,120,DST_084_M_HPY.png,400,600,unfair,0,a,1227.63,a,1,1
P3,3,99,50,DST_089_M_ANG.png,500,500,fair,0,a,1318.46,a,0,1
P3,3,100,116,DST_010_M_HPY.png,300,700,unfair,0,j,1042.16,a,1,1
P3,3,101,6,DST_130_F_ANG.png,200,800,unfair,0,j,1732.07,a,0,0
P3,3,102,59,DST_098_M_ANG.png,500,500,fair,0,a,844.48,a,0,1
P3,3,103,30,DST_036_F_ANG.png,700,300,hyperfair,0,a,1063.78,a,0,0
P3,3,104,83,DST_124_F_HPY.png,400,600,unfair,0,a,1948.05,a,1,0
P3,3,105,108,DST_138_F_HPY.png,900,100,hyperfair,0,a,923.63,a,1,0
P3,3,106,1,DST_046_F_ANG.png,100,900,unfair,0,j,1141.67,a,0,0
P3,3,107,76,DST_183_F_HPY.png,200,800,unfair,0,a,2102.14,a,1,0
P3,3,108,101,DST_157_F_HPY.png,700,300,hyperfair,0,a,1313.05,a,1,0
P3,3,109,135,DST_071_M_HPY.png,600,400,hyperfair,0,a,909.21,a,1,1
P3,3,110,119,DST_074_M_HPY.png,400,600,unfair,0,a,1415.68,a,1,1
P3,3,111,2,DST_017_F_ANG.png,100,900,unfair,0,j,1293.37,a,0,0
P3,3,112,105,DST_185_F_HPY.png,800,200,hyperfair,0,a,713.14,a,1,0
P3,3,113,22,DST_186_F_ANG.png,500,500,fair,0,a,1035.91,a,0,0
P3,3,114,79,DST_149_F_HPY.png,300,700,unfair,0,a,2194.36,a,1,0
P3,3,115,143,DST_083_M_HPY.png,900,100,hyperfair,0,a,1802.14,a,1,1
P3,3,116,55,DST_096_M_ANG.png,500,500,fair,0,a,705.32,a,0,1
P3,3,117,102,DST_177_F_HPY.png,700,300,hyperfair,0,a,703.79,a,1,0
P3,3,118,10,DST_133_F_ANG.png,400,600,unfair,0,a,1268.59,a,0,0
P3,3,119,12,DST_040_F_ANG.png,400,600,unfair,0,a,930.92,a,0,0
P3,3,120,123,DST_077_M_HPY.png,500,500,fair,0,a,637.27,a,1,1
P3,3,121,48,DST_056_M_ANG.png,400,600,unfair,0,a,1073.42,a,0,1
P3,3,122,25,DST_029_F_ANG.png,600,400,hyperfair,0,a,758.59,a,0,0
P3,3,123,81,DST_135_F_HPY.png,300,700,unfair,0,a,1719.09,a,1,0
P3,3,124,70,DST_115_M_ANG.png,900,100,hyperfair,0,a,866.48,a,0,1
P3,3,125,104,DST_182_F_HPY.png,800,200,hyperfair,0,a,837.78,a,1,0
P3,3,126,139,DST_119_M_HPY.png,800,200,hyperfair,0,a,1049.55,a,1,1
P3,3,127,98,DST_174_F_HPY.png,600,400,hyperfair,0,a,1021.03,a,1,0
P3,3,128,54,DST_022_M_ANG.png,500,500,fair,0,a,914.91,a,0,1
P3,3,129,131,DST_088_M_HPY.png,500,500,fair,0,a,991.91,a,1,1
P3,3,130,141,DST_079_M_HPY.png,800,200,hyperfair,0,a,1014.63,a,1,1
P3,3,131,92,DST_133_F_HPY.png,500,500,fair,0,a,812.29,a,1,0
P3,3,132,8,DST_149_F_ANG.png,300,700,unfair,0,a,1770.06,a,0,0
P3,3,133,109,DST_026_M_HPY.png,100,900,unfair,0,a,1249.72,a,1,1
P3,3,134,56,DST_120_M_ANG.png,500,500,fair,0,a,848.84,a,0,1
P3,3,135,7,DST_009_F_ANG.png,300,700,unfair,0,j,1932.78,a,0,0
P3,3,136,43,DST_047_M_ANG.png,300,700,unfair,0,j,1602.74,a,0,1
P3,3,137,60,DST_118_M_ANG.png,500,500,fair,0,a,992.77,a,0,1
P3,3,138,24,DST_147_F_ANG.png,500,500,fair,0,a,668.36,a,0,0
P3,3,139,40,DST_119_M_ANG.png,200,800,unfair,0,j,813.9,a,0,1
P3,3,140,19,DST_025_F_ANG.png,500,500,fair,0,a,651.56,a,0,0
P3,3,141,99,DST_186_F_HPY.png,600,400,hyperfair,0,a,749.57,a,1,0
P3,3,142,34,DST_042_F_ANG.png,900,100,hyperfair,0,a,671.17,a,0,0
P3,3,143,39,DST_031_M_ANG.png,100,900,unfair,0,j,2018.57,a,0,1
P3,3,144,46,DST_048_M_ANG.png,400,600,unfair,0,j,2480.95,a,0,1
P4,3,1,31,DST_171_F_ANG.png,800,200,hyperfair,0,a,3178.47,a,0,0
P4,3,2,45,DST_099_M_ANG.png,300,700,unfair,0,j,3432.71,a,0,1
P4,3,3,13,DST_167_F_ANG.png,500,500,fair,0,a,2299.72,a,0,0
P4,3,4,109,DST_026_M_HPY.png,100,900,unfair,0,j,5583.46,a,1,1
P4,3,5,29,DST_183_F_ANG.png,700,300,hyperfair,0,a,1356.79,a,0,0
P4,3,6,43,DST_047_M_ANG.png,300,700,unfair,0,j,2421.63,a,0,1
P4,3,7,87,DST_046_F_HPY.png,500,500,fair,0,a,1490.83,a,1,0
P4,3,8,111,DST_097_M_HPY.png,100,900,unfair,0,j,3991.38,a,1,1
P4,3,9,53,DST_103_M_ANG.png,500,500,fair,0,a,1590.74,a,0,1
P4,3,10,123,DST_077_M_HPY.png,500,500,fair,0,a,1401.54,a,1,1
P4,3,11,21,DST_174_F_ANG.png,500,500,fair,0,a,1282.15,a,0,0
P4,3,12,4,DST_024_F_ANG.png,200,800,unfair,0,j,1852.34,a,0,0
P4,3,13,116,DST_010_M_HPY.png,300,700,unfair,0,a,2145.75,a,1,1
P4,3,14,121,DST_012_M_HPY.png,500,500,fair,0,a,1131.65,a,1,1
P4,3,15,97,DST_173_F_HPY.png,600,400,hyperfair,0,a,1160.68,a,1,0
P4,3,16,113,DST_016_M_HPY.png,200,800,unfair,0,a,4009.14,a,1,1
P4,3,17,129,DST_031_M_HPY.png,500,500,fair,0,a,1462.93,a,1,1
P4,3,18,135,DST_071_M_HPY.png,600,400,hyperfair,0,a,1179.48,a,1,1
P4,3,19,25,DST_029_F_ANG.png,600,400,hyperfair,0,a,1727.3,a,0,0
P4,3,20,15,DST_123_F_ANG.png,500,500,fair,0,a,887.4,a,0,0
P4,3,21,72,DST_013_M_ANG.png,900,100,hyperfair,0,a,1023.91,a,0,1
P4,3,22,24,DST_147_F_ANG.png,500,500,fair,0,a,838.43,a,0,0
P4,3,23,142,DST_081_M_HPY.png,900,100,hyperfair,0,a,1554.11,a,1,1
P4,3,24,64,DST_106_M_ANG.png,700,300,hyperfair,0,a,1345.22,a,0,1
P4,3,25,3,DST_138_F_ANG.png,100,900,unfair,0,j,1576,a,0,0
P4,3,26,100,DST_065_F_HPY.png,700,300,hyperfair,0,a,1478.87,a,1,0
P4,3,27,40,DST_119_M_ANG.png,200,800,unfair,0,j,3194.16,a,0,1
P4,3,28,130,DST_056_M_HPY.png,500,500,fair,0,a,1464.01,a,1,1
P4,3,29,99,DST_186_F_HPY.png,600,400,hyperfair,0,j,2363.41,a,1,0
P4,3,30,131,DST_088_M_HPY.png,500,500,fair,0,a,1131.38,a,1,1
P4,3,31,126,DST_114_M_HPY.png,500,500,fair,0,a,1232.35,a,1,1
P4,3,32,88,DST_131_F_HPY.png,500,500,fair,0,a,1088.08,a,1,0
P4,3,33,51,DST_090_M_ANG.png,500,500,fair,0,a,1943.69,a,0,1
P4,3,34,73,DST_029_F_HPY.png,100,900,unfair,0,j,1702.73,a,1,0
P4,3,35,102,DST_177_F_HPY.png,700,300,hyperfair,0,a,1536.52,a,1,0
P4,3,36,62,DST_051_M_ANG.png,600,400,hyperfair,0,a,1104.45,a,0,1
P4,3,37,1,DST_046_F_ANG.png,100,900,unfair,0,j,1213.52,a,0,0
P4,3,38,114,DST_098_M_HPY.png,200,800,unfair,0,j,3161.77,a,1,1
P4,3,39,12,DST_040_F_ANG.png,400,600,unfair,0,a,2631.27,a,0,0
P4,3,40,108,DST_138_F_HPY.png,900,100,hyperfair,0,a,1229.2,a,1,0
P4,3,41,11,DST_137_F_ANG.png,400,600,unfair,0,a,4186.36,a,0,0
P4,3,42,136,DST_093_M_HPY.png,700,300,hyperfair,0,a,2369.88,a,1,1
P4,3,43,78,DST_145_F_HPY.png,200,800,unfair,0,j,3632.99,a,1,0
P4,3,44,20,DST_164_F_ANG.png,500,500,fair,0,a,3181.9,a,0,0
P4,3,45,86,DST_040_F_HPY.png,500,500,fair,0,a,1651.21,a,1,0
P4,3,46,37,DST_071_M_ANG.png,100,900,unfair,0,j,2831.47,a,0,1
P4,3,47,89,DST_137_F_HPY.png,500,500,fair,0,a,1787.57,a,1,0
P4,3,48,107,DST_130_F_HPY.png,900,100,hyperfair,0,a,1426.24,a,1,0
P4,3,49,26,DST_135_F_ANG.png,600,400,hyperfair,0,a,1910.32,a,0,0
P4,3,50,117,DST_015_M_HPY.png,300,700,unfair,0,a,3160.96,a,1,1
P4,3,51,42,DST_026_M_ANG.png,200,800,unfair,0,j,2296.76,a,0,1
P4,3,52,47,DST_030_M_ANG.png,400,600,unfair,0,a,3421.05,a,0,1
P4,3,53,60,DST_118_M_ANG.png,500,500,fair,0,a,1409.79,a,0,1
P4,3,54,50,DST_089_M_ANG.png,500,500,fair,0,a,1546.99,a,0,1
P4,3,55,22,DST_186_F_ANG.png,500,500,fair,0,a,1885.47,a,0,0
P4,3,56,16,DST_131_F_ANG.png,500,500,fair,0,a,1061.39,a,0,0
P4,3,57,58,DST_091_M_ANG.png,500,500,fair,0,a,1981.83,a,0,1
P4,3,58,69,DST_074_M_ANG.png,800,200,hyperfair,0,a,2156.34,a,0,1
P4,3,59,80,DST_128_F_HPY.png,300,700,unfair,0,a,2258.89,a,1,0
P4,3,60,84,DST_129_F_HPY.png,400,600,unfair,0,a,2983.01,a,1,0
P4,3,61,28,DST_161_F_ANG.png,700,300,hyperfair,0,a,1932.71,a,0,0
P4,3,62,125,DST_096_M_HPY.png,500,500,fair,0,a,3471.42,a,1,1
P4,3,63,70,DST_115_M_ANG.png,900,100,hyperfair,0,a,1363.87,a,0,1
P4,3,64,118,DST_048_M_HPY.png,400,600,unfair,0,a,1196.43,a,1,1
P4,3,65,54,DST_022_M_ANG.png,500,500,fair,0,a,3418.09,a,0,1
P4,3,66,85,DST_002_F_HPY.png,500,500,fair,0,a,1649.6,a,1,0
P4,3,67,120,DST_084_M_HPY.png,400,600,unfair,0,a,2075.87,a,1,1
P4,3,68,140,DST_018_M_HPY.png,800,200,hyperfair,0,a,1734.5,a,1,1
P4,3,69,115,DST_103_M_HPY.png,300,700,unfair,0,a,6319.24,a,1,1
P4,3,70,52,DST_097_M_ANG.png,500,500,fair,0,a,3249.67,a,0,1
P4,3,71,38,DST_043_M_ANG.png,100,900,unfair,0,j,1054.55,a,0,1
P4,3,72,81,DST_135_F_HPY.png,300,700,unfair,0,a,2370.84,a,1,0
P4,3,73,2,DST_017_F_ANG.png,100,900,unfair,0,j,2167.89,a,0,0
P4,3,74,127,DST_115_M_HPY.png,500,500,fair,0,a,1279.53,a,1,1
P4,3,75,49,DST_068_M_ANG.png,500,500,fair,0,a,1229.28,a,0,1
P4,3,76,68,DST_064_M_ANG.png,800,200,hyperfair,0,a,1576.53,a,0,1
P4,3,77,8,DST_149_F_ANG.png,300,700,unfair,0,j,1942.29,a,0,0
P4,3,78,35,DST_173_F_ANG.png,900,100,hyperfair,0,a,1332.66,a,0,0
P4,3,79,104,DST_182_F_HPY.png,800,200,hyperfair,0,a,1306.34,a,1,0
P4,3,80,9,DST_129_F_ANG.png,300,700,unfair,0,j,1698.65,a,0,0
P4,3,81,10,DST_133_F_ANG.png,400,600,unfair,0,j,2893.67,a,0,0
P4,3,82,46,DST_048_M_ANG.png,400,600,unfair,0,j,2635.75,a,0,1
P4,3,83,27,DST_157_F_ANG.png,600,400,hyperfair,0,a,1279.45,a,0,0
P4,3,84,93,DST_146_F_HPY.png,500,500,fair,0,a,1403.87,a,1,0
P4,3,85,134,DST_064_M_HPY.png,600,400,hyperfair,0,a,2386.01,a,1,1
P4,3,86,141,DST_079_M_HPY.png,800,200,hyperfair,0,a,2273.16,a,1,1
P4,3,87,33,DST_002_F_ANG.png,800,200,hyperfair,0,a,1830.53,a,0,0
P4,3,88,23,DST_032_F_ANG.png,500,500,fair,0,a,1227.41,a,0,0
P4,3,89,143,DST_083_M_HPY.png,900,100,hyperfair,0,a,1063,a,1,1
P4,3,90,79,DST_149_F_HPY.png,300,700,unfair,0,a,2076.07,a,1,0
P4,3,91,74,DST_036_F_HPY.png,100,900,unfair,0,j,1540.83,a,1,0
P4,3,92,32,DST_182_F_ANG.png,800,200,hyperfair,0,a,1254.76,a,0,0
P4,3,93,144,DST_091_M_HPY.png,900,100,hyperfair,0,a,1106.08,a,1,1
P4,3,94,137,DST_089_M_HPY.png,700,300,hyperfair,0,a,1875.91,a,1,1
P4,3,95,98,DST_174_F_HPY.png,600,400,hyperfair,0,a,1573.71,a,1,0
P4,3,96,83,DST_124_F_HPY.png,400,600,unfair,0,a,1587.85,a,1,0
P4,3,97,128,DST_022_M_HPY.png,500,500,fair,0,a,2691.44,a,1,1
P4,3,98,55,DST_096_M_ANG.png,500,500,fair,0,a,2186.03,a,0,1
P4,3,99,44,DST_079_M_ANG.png,300,700,unfair,0,j,2062.6,a,0,1
P4,3,100,139,DST_119_M_HPY.png,800,200,hyperfair,0,a,953.01,a,1,1
P4,3,101,106,DST_027_F_HPY.png,900,100,hyperfair,0,a,1008.39,a,1,0
P4,3,102,56,DST_120_M_ANG.png,500,500,fair,0,a,3398.98,a,0,1
P4,3,103,59,DST_098_M_ANG.png,500,500,fair,0,a,1840.07,a,0,1
P4,3,104,61,DST_010_M_ANG.png,600,400,hyperfair,0,a,1139.84,a,0,1
P4,3,105,103,DST_126_F_HPY.png,800,200,hyperfair,0,a,835.62,a,1,0
P4,3,106,41,DST_016_M_ANG.png,200,800,unfair,0,j,1201.01,a,0,1
P4,3,107,132,DST_122_M_HPY.png,500,500,fair,0,a,4892.61,a,1,1
P4,3,108,7,DST_009_F_ANG.png,300,700,unfair,0,j,2360.37,a,0,0
P4,3,109,18,DST_023_F_ANG.png,500,500,fair,0,a,2007.93,a,0,0
P4,3,110,76,DST_183_F_HPY.png,200,800,unfair,0,j,1414.27,a,1,0
P4,3,111,75,DST_142_F_HPY.png,100,900,unfair,0,j,1129.5,a,1,0
P4,3,112,34,DST_042_F_ANG.png,900,100,hyperfair,0,a,1996.26,a,0,0
P4,3,113,19,DST_025_F_ANG.png,500,500,fair,0,a,1560.76,a,0,0
P4,3,114,39,DST_031_M_ANG.png,100,900,unfair,0,j,2648.18,a,0,1
P4,3,115,90,DST_164_F_HPY.png,500,500,fair,0,a,1580.65,a,1,0
P4,3,116,138,DST_118_M_HPY.png,700,300,hyperfair,0,a,1803.64,a,1,1
P4,3,117,124,DST_013_M_HPY.png,500,500,fair,0,a,1280.74,a,1,1
P4,3,118,71,DST_012_M_ANG.png,900,100,hyperfair,0,a,1419.62,a,0,1
P4,3,119,94,DST_159_F_HPY.png,500,500,fair,0,a,2785.16,a,1,0
P4,3,120,77,DST_017_F_HPY.png,200,800,unfair,0,j,1599.52,a,1,0
P4,3,121,105,DST_185_F_HPY.png,800,200,hyperfair,0,a,1213.16,a,1,0
P4,3,122,122,DST_047_M_HPY.png,500,500,fair,0,a,1547.48,a,1,1
P4,3,123,91,DST_025_F_HPY.png,500,500,fair,0,a,1197.33,a,1,0
P4,3,124,67,DST_020_M_ANG.png,800,200,hyperfair,0,a,1339.16,a,0,1
P4,3,125,57,DST_088_M_ANG.png,500,500,fair,0,a,1041.41,a,0,1
P4,3,126,65,DST_110_M_ANG.png,700,300,hyperfair,0,a,1797.93,a,0,1
P4,3,127,36,DST_004_F_ANG.png,900,100,hyperfair,0,a,1309.59,a,0,0
P4,3,128,66,DST_114_M_ANG.png,700,300,hyperfair,0,a,2662.71,a,0,1
P4,3,129,17,DST_145_F_ANG.png,500,500,fair,0,a,1913.78,a,0,0
P4,3,130,6,DST_130_F_ANG.png,200,800,unfair,0,j,1177.13,a,0,0
P4,3,131,119,DST_074_M_HPY.png,400,600,unfair,0,a,1910.27,a,1,1
P4,3,132,48,DST_056_M_ANG.png,400,600,unfair,0,j,1355.2,a,0,1
P4,3,133,110,DST_086_M_HPY.png,100,900,unfair,0,j,1873.45,a,1,1
P4,3,134,95,DST_161_F_HPY.png,500,500,fair,0,a,1076.38,a,1,0
P4,3,135,101,DST_157_F_HPY.png,700,300,hyperfair,0,a,2185.19,a,1,0
P4,3,136,5,DST_124_F_ANG.png,200,800,unfair,0,j,1407.98,a,0,0
P4,3,137,133,DST_030_M_HPY.png,600,400,hyperfair,0,a,2293.25,a,1,1
P4,3,138,30,DST_036_F_ANG.png,700,300,hyperfair,0,a,1783.2,a,0,0
P4,3,139,14,DST_005_F_ANG.png,500,500,fair,0,a,1247.78,a,0,0
P4,3,140,82,DST_009_F_HPY.png,400,600,unfair,0,j,3754.13,a,1,0
P4,3,141,92,DST_133_F_HPY.png,500,500,fair,0,a,1585.14,a,1,0
P4,3,142,96,DST_162_F_HPY.png,500,500,fair,0,a,964.05,a,1,0
P4,3,143,112,DST_116_M_HPY.png,200,800,unfair,0,j,1577.72,a,1,1
P4,3,144,63,DST_081_M_ANG.png,600,400,hyperfair,0,a,1369.4,a,0,1
P5,3,1,60,DST_118_M_ANG.png,500,500,fair,0,a,9777.75,a,0,1
P5,3,2,113,DST_016_M_HPY.png,200,800,unfair,0,a,5433.03,a,1,1
P5,3,3,98,DST_174_F_HPY.png,600,400,hyperfair,0,j,6895.05,a,1,0
P5,3,4,87,DST_046_F_HPY.png,500,500,fair,0,a,2810.02,a,1,0
P5,3,5,72,DST_013_M_ANG.png,900,100,hyperfair,0,a,3078.4,a,0,1
P5,3,6,22,DST_186_F_ANG.png,500,500,fair,0,a,939.17,a,0,0
P5,3,7,44,DST_079_M_ANG.png,300,700,unfair,0,a,2163.92,a,0,1
P5,3,8,137,DST_089_M_HPY.png,700,300,hyperfair,0,a,1611.63,a,1,1
P5,3,9,4,DST_024_F_ANG.png,200,800,unfair,0,a,1351.91,a,0,0
P5,3,10,53,DST_103_M_ANG.png,500,500,fair,0,a,946.47,a,0,1
P5,3,11,58,DST_091_M_ANG.png,500,500,fair,0,a,910.41,a,0,1
P5,3,12,69,DST_074_M_ANG.png,800,200,hyperfair,0,a,2152.78,a,0,1
P5,3,13,12,DST_040_F_ANG.png,400,600,unfair,0,a,1313.25,a,0,0
P5,3,14,79,DST_149_F_HPY.png,300,700,unfair,0,a,1483.78,a,1,0
P5,3,15,82,DST_009_F_HPY.png,400,600,unfair,0,a,2333.13,a,1,0
P5,3,16,15,DST_123_F_ANG.png,500,500,fair,0,a,1568.39,a,0,0
P5,3,17,14,DST_005_F_ANG.png,500,500,fair,0,a,1956.49,a,0,0
P5,3,18,48,DST_056_M_ANG.png,400,600,unfair,0,a,1892.75,a,0,1
P5,3,19,24,DST_147_F_ANG.png,500,500,fair,0,a,1959.28,a,0,0
P5,3,20,33,DST_002_F_ANG.png,800,200,hyperfair,0,a,3944.87,a,0,0
P5,3,21,131,DST_088_M_HPY.png,500,500,fair,0,a,3241.97,a,1,1
P5,3,22,85,DST_002_F_HPY.png,500,500,fair,0,a,2972.43,a,1,0
P5,3,23,140,DST_018_M_HPY.png,800,200,hyperfair,0,a,3199.52,a,1,1
P5,3,24,42,DST_026_M_ANG.png,200,800,unfair,0,a,10878.45,a,0,1
P5,3,25,80,DST_128_F_HPY.png,300,700,unfair,0,a,3546.13,a,1,0
P5,3,26,17,DST_145_F_ANG.png,500,500,fair,0,a,2268.52,a,0,0
P5,3,27,31,DST_171_F_ANG.png,800,200,hyperfair,0,a,3790.86,a,0,0
P5,3,28,37,DST_071_M_ANG.png,100,900,unfair,0,a,3272.62,a,0,1
P5,3,29,96,DST_162_F_HPY.png,500,500,fair,0,a,4001.15,a,1,0
P5,3,30,128,DST_022_M_HPY.png,500,500,fair,0,a,708.68,a,1,1
P5,3,31,114,DST_098_M_HPY.png,200,800,unfair,0,a,2405.48,a,1,1
P5,3,32,26,DST_135_F_ANG.png,600,400,hyperfair,0,a,3172.57,a,0,0
P5,3,33,49,DST_068_M_ANG.png,500,500,fair,0,a,3187.41,a,0,1
P5,3,34,78,DST_145_F_HPY.png,200,800,unfair,0,a,2996.27,a,1,0
P5,3,35,1,DST_046_F_ANG.png,100,900,unfair,0,a,2855.22,a,0,0
P5,3,36,95,DST_161_F_HPY.png,500,500,fair,0,a,2356.59,a,1,0
P5,3,37,110,DST_086_M_HPY.png,100,900,unfair,0,a,3070.87,a,1,1
P5,3,38,8,DST_149_F_ANG.png,300,700,unfair,0,a,3106.9,a,0,0
P5,3,39,70,DST_115_M_ANG.png,900,100,hyperfair,0,a,2672.38,a,0,1
P5,3,40,55,DST_096_M_ANG.png,500,500,fair,0,a,1590.63,a,0,1
P5,3,41,133,DST_030_M_HPY.png,600,400,hyperfair,0,a,1812.1,a,1,1
P5,3,42,125,DST_096_M_HPY.png,500,500,fair,0,a,3227.12,a,1,1
P5,3,43,50,DST_089_M_ANG.png,500,500,fair,0,a,2475.84,a,0,1
P5,3,44,73,DST_029_F_HPY.png,100,900,unfair,0,a,3368.28,a,1,0
P5,3,45,89,DST_137_F_HPY.png,500,500,fair,0,a,1808.32,a,1,0
P5,3,46,121,DST_012_M_HPY.png,500,500,fair,0,a,1436.24,a,1,1
P5,3,47,94,DST_159_F_HPY.png,500,500,fair,0,a,1573.25,a,1,0
P5,3,48,63,DST_081_M_ANG.png,600,400,hyperfair,0,a,2275.69,a,0,1
P5,3,49,28,DST_161_F_ANG.png,700,300,hyperfair,0,a,1270.95,a,0,0
P5,3,50,103,DST_126_F_HPY.png,800,200,hyperfair,0,a,1652.01,a,1,0
P5,3,51,64,DST_106_M_ANG.png,700,300,hyperfair,0,a,2239.75,a,0,1
P5,3,52,34,DST_042_F_ANG.png,900,100,hyperfair,0,a,1364.95,a,0,0
P5,3,53,93,DST_146_F_HPY.png,500,500,fair,0,a,3020.71,a,1,0
P5,3,54,21,DST_174_F_ANG.png,500,500,fair,0,a,2071.54,a,0,0
P5,3,55,115,DST_103_M_HPY.png,300,700,unfair,0,a,1598.89,a,1,1
P5,3,56,144,DST_091_M_HPY.png,900,100,hyperfair,0,a,4448.09,a,1,1
P5,3,57,68,DST_064_M_ANG.png,800,200,hyperfair,0,a,5546.79,a,0,1
P5,3,58,97,DST_173_F_HPY.png,600,400,hyperfair,0,a,1147.28,a,1,0
P5,3,59,76,DST_183_F_HPY.png,200,800,unfair,0,a,1227.56,a,1,0
P5,3,60,142,DST_081_M_HPY.png,900,100,hyperfair,0,a,1418.5,a,1,1
P5,3,61,30,DST_036_F_ANG.png,700,300,hyperfair,0,a,1342.46,a,0,0
P5,3,62,59,DST_098_M_ANG.png,500,500,fair,0,a,1625.25,a,0,1
P5,3,63,123,DST_077_M_HPY.png,500,500,fair,0,a,1785.27,a,1,1
P5,3,64,40,DST_119_M_ANG.png,200,800,unfair,0,a,1743.77,a,0,1
P5,3,65,66,DST_114_M_ANG.png,700,300,hyperfair,0,a,1178.27,a,0,1
P5,3,66,132,DST_122_M_HPY.png,500,500,fair,0,a,1368.87,a,1,1
P5,3,67,105,DST_185_F_HPY.png,800,200,hyperfair,0,a,1985.07,a,1,0
P5,3,68,84,DST_129_F_HPY.png,400,600,unfair,0,a,1886.53,a,1,0
