Participant,block,Trial_Index_,identifier,face,you,proposer,fairness,OFFER_CUMMULATIVE,KEY_PRESSED,RT,accept,emotion,gender
P6,3,24,122,DST_047_M_HPY.png,500,500,fair,0,a,841.06,a,1,1
P6,3,25,47,DST_030_M_ANG.png,400,600,unfair,0,a,516.52,a,0,1
P6,3,26,129,DST_031_M_HPY.png,500,500,fair,0,a,431.72,a,1,1
P6,3,27,88,DST_131_F_HPY.png,500,500,fair,0,a,626.93,a,1,0
P6,3,28,17,DST_145_F_ANG.png,500,500,fair,0,a,750.94,a,0,0
P6,3,29,31,DST_171_F_ANG.png,800,200,hyperfair,0,a,511.21,a,0,0
P6,3,30,79,DST_149_F_HPY.png,300,700,unfair,0,a,491.68,a,1,0
P6,3,31,134,DST_064_M_HPY.png,600,400,hyperfair,0,a,599.26,a,1,1
P6,3,32,112,DST_116_M_HPY.png,200,800,unfair,0,a,526.64,a,1,1
P6,3,33,28,DST_161_F_ANG.png,700,300,hyperfair,0,a,504.23,a,0,0
P6,3,34,18,DST_023_F_ANG.png,500,500,fair,0,a,565.08,a,0,0
P6,3,35,82,DST_009_F_HPY.png,400,600,unfair,0,a,605.12,a,1,0
P6,3,36,32,DST_182_F_ANG.png,800,200,hyperfair,0,a,564.37,a,0,0
P6,3,37,59,DST_098_M_ANG.png,500,500,fair,0,a,592.22,a,0,1
P6,3,38,108,DST_138_F_HPY.png,900,100,hyperfair,0,a,504.37,a,1,0
P6,3,39,50,DST_089_M_ANG.png,500,500,fair,0,a,500.42,a,0,1
P6,3,40,142,DST_081_M_HPY.png,900,100,hyperfair,0,a,641,a,1,1
P6,3,41,55,DST_096_M_ANG.png,500,500,fair,0,a,439.09,a,0,1
P6,3,42,33,DST_002_F_ANG.png,800,200,hyperfair,0,a,533.75,a,0,0
P6,3,43,89,DST_137_F_HPY.png,500,500,fair,0,a,398.51,a,1,0
P6,3,44,74,DST_036_F_HPY.png,100,900,unfair,0,a,1277.65,a,1,0
P6,3,45,109,DST_026_M_HPY.png,100,900,unfair,0,a,687.5,a,1,1
P6,3,46,41,DST_016_M_ANG.png,200,800,unfair,0,a,466.25,a,0,1
P6,3,47,111,DST_097_M_HPY.png,100,900,unfair,0,a,607.55,a,1,1
P6,3,48,131,DST_088_M_HPY.png,500,500,fair,0,a,518.89,a,1,1
P6,3,49,135,DST_071_M_HPY.png,600,400,hyperfair,0,a,528.61,a,1,1
P6,3,50,25,DST_029_F_ANG.png,600,400,hyperfair,0,a,463.77,a,0,0
P6,3,51,120,DST_084_M_HPY.png,400,600,unfair,0,a,603.08,a,1,1
P6,3,52,103,DST_126_F_HPY.png,800,200,hyperfair,0,a,690.88,a,1,0
P6,3,53,4,DST_024_F_ANG.png,200,800,unfair,0,a,373.47,a,0,0
P6,3,54,15,DST_123_F_ANG.png,500,500,fair,0,a,535.94,a,0,0
P6,3,55,75,DST_142_F_HPY.png,100,900,unfair,0,a,384.35,a,1,0
P6,3,56,128,DST_022_M_HPY.png,500,500,fair,0,a,482.76,a,1,1
P6,3,57,91,DST_025_F_HPY.png,500,500,fair,0,a,563.08,a,1,0
P6,3,58,39,DST_031_M_ANG.png,100,900,unfair,0,a,586.13,a,0,1
P6,3,59,7,DST_009_F_ANG.png,300,700,unfair,0,a,627.39,a,0,0
P6,3,60,113,DST_016_M_HPY.png,200,800,unfair,0,a,953.4,a,1,1
P6,3,61,44,DST_079_M_ANG.png,300,700,unfair,0,a,530.77,a,0,1
P6,3,62,67,DST_020_M_ANG.png,800,200,hyperfair,0,a,2077.23,a,0,1
P6,3,63,6,DST_130_F_ANG.png,200,800,unfair,0,a,1064.23,a,0,0
P6,3,64,65,DST_110_M_ANG.png,700,300,hyperfair,0,a,572.45,a,0,1
P6,3,65,37,DST_071_M_ANG.png,100,900,unfair,0,a,2948.7,a,0,1
P6,3,66,38,DST_043_M_ANG.png,100,900,unfair,0,a,1122.23,a,0,1
P6,3,67,98,DST_174_F_HPY.png,600,400,hyperfair,0,a,929.74,a,1,0
P6,3,68,19,DST_025_F_ANG.png,500,500,fair,0,a,1287.99,a,0,0
P6,3,69,143,DST_083_M_HPY.png,900,100,hyperfair,0,a,595.02,a,1,1
P6,3,70,1,DST_046_F_ANG.png,100,900,unfair,0,a,843.66,a,0,0
P6,3,71,107,DST_130_F_HPY.png,900,100,hyperfair,0,a,821.54,a,1,0
P6,3,72,80,DST_128_F_HPY.png,300,700,unfair,0,a,627.85,a,1,0
P6,3,73,100,DST_065_F_HPY.png,700,300,hyperfair,0,a,789.5,a,1,0
P6,3,74,34,DST_042_F_ANG.png,900,100,hyperfair,0,a,1283.84,a,0,0
P6,3,75,21,DST_174_F_ANG.png,500,500,fair,0,a,737.08,a,0,0
P6,3,76,9,DST_129_F_ANG.png,300,700,unfair,0,a,403.55,a,0,0
P6,3,77,58,DST_091_M_ANG.png,500,500,fair,0,a,146.02,a,0,1
P6,3,78,60,DST_118_M_ANG.png,500,500,fair,0,a,464.87,a,0,1
P6,3,79,138,DST_118_M_HPY.png,700,300,hyperfair,0,a,698.57,a,1,1
P6,3,80,124,DST_013_M_HPY.png,500,500,fair,0,a,254.41,a,1,1
P6,3,81,115,DST_103_M_HPY.png,300,700,unfair,0,a,467.74,a,1,1
P6,3,82,90,DST_164_F_HPY.png,500,500,fair,0,a,578,a,1,0
P6,3,83,96,DST_162_F_HPY.png,500,500,fair,0,a,491.79,a,1,0
P6,3,84,102,DST_177_F_HPY.png,700,300,hyperfair,0,a,390.02,a,1,0
P6,3,85,14,DST_005_F_ANG.png,500,500,fair,0,a,486.09,a,0,0
P6,3,86,97,DST_173_F_HPY.png,600,400,hyperfair,0,a,530.59,a,1,0
P6,3,87,45,DST_099_M_ANG.png,300,700,unfair,0,a,2139.08,a,0,1
P6,3,88,116,DST_010_M_HPY.png,300,700,unfair,0,a,502.73,a,1,1
P6,3,89,127,DST_115_M_HPY.png,500,500,fair,0,a,352.87,a,1,1
P6,3,90,11,DST_137_F_ANG.png,400,600,unfair,0,a,593.44,a,0,0
P6,3,91,40,DST_119_M_ANG.png,200,800,unfair,0,a,423.76,a,0,1
P6,3,92,22,DST_186_F_ANG.png,500,500,fair,0,a,548.49,a,0,0
P6,3,93,24,DST_147_F_ANG.png,500,500,fair,0,a,448.05,a,0,0
P6,3,94,99,DST_186_F_HPY.png,600,400,hyperfair,0,a,619.26,a,1,0
P6,3,95,5,DST_124_F_ANG.png,200,800,unfair,0,a,569.6,a,0,0
P6,3,96,105,DST_185_F_HPY.png,800,200,hyperfair,0,a,658.77,a,1,0
P6,3,97,94,DST_159_F_HPY.png,500,500,fair,0,a,597.67,a,1,0
P6,3,98,53,DST_103_M_ANG.png,500,500,fair,0,a,464.39,a,0,1
P6,3,99,126,DST_114_M_HPY.png,500,500,fair,0,a,529.4,a,1,1
P6,3,100,12,DST_040_F_ANG.png,400,600,unfair,0,a,586.31,a,0,0
P6,3,101,92,DST_133_F_HPY.png,500,500,fair,0,a,944.6,a,1,0
P6,3,102,71,DST_012_M_ANG.png,900,100,hyperfair,0,a,393.7,a,0,1
P6,3,103,35,DST_173_F_ANG.png,900,100,hyperfair,0,a,508.15,a,0,0
P6,3,104,26,DST_135_F_ANG.png,600,400,hyperfair,0,a,406.55,a,0,0
P6,3,105,51,DST_090_M_ANG.png,500,500,fair,0,a,644.49,a,0,1
P6,3,106,16,DST_131_F_ANG.png,500,500,fair,0,a,621.05,a,0,0
P6,3,107,68,DST_064_M_ANG.png,800,200,hyperfair,0,a,335.85,a,0,1
P6,3,108,76,DST_183_F_HPY.png,200,800,unfair,0,a,465.48,a,1,0
P6,3,109,85,DST_002_F_HPY.png,500,500,fair,0,a,335.43,a,1,0
P6,3,110,144,DST_091_M_HPY.png,900,100,hyperfair,0,a,751.21,a,1,1
P6,3,111,121,DST_012_M_HPY.png,500,500,fair,0,a,545.43,a,1,1
P6,3,112,130,DST_056_M_HPY.png,500,500,fair,0,a,524.77,a,1,1
P6,3,113,48,DST_056_M_ANG.png,400,600,unfair,0,a,532.78,a,0,1
P6,3,114,54,DST_022_M_ANG.png,500,500,fair,0,a,493.88,a,0,1
P6,3,115,56,DST_120_M_ANG.png,500,500,fair,0,a,506.96,a,0,1
P6,3,116,125,DST_096_M_HPY.png,500,500,fair,0,a,522.75,a,1,1
P6,3,117,20,DST_164_F_ANG.png,500,500,fair,0,a,376.04,a,0,0
P6,3,118,118,DST_048_M_HPY.png,400,600,unfair,0,a,472.47,a,1,1
P6,3,119,43,DST_047_M_ANG.png,300,700,unfair,0,a,499.29,a,0,1
P6,3,120,23,DST_032_F_ANG.png,500,500,fair,0,a,508.4,a,0,0
P6,3,121,66,DST_114_M_ANG.png,700,300,hyperfair,0,a,581.2,a,0,1
P6,3,122,2,DST_017_F_ANG.png,100,900,unfair,0,a,542,a,0,0
P6,3,123,101,DST_157_F_HPY.png,700,300,hyperfair,0,a,438.14,a,1,0
P6,3,124,136,DST_093_M_HPY.png,700,300,hyperfair,0,a,679.74,a,1,1
P6,3,125,3,DST_138_F_ANG.png,100,900,unfair,0,a,792.73,a,0,0
P6,3,126,42,DST_026_M_ANG.png,200,800,unfair,0,a,904.84,a,0,1
P6,3,127,49,DST_068_M_ANG.png,500,500,fair,0,a,2689.4,a,0,1
P6,3,128,140,DST_018_M_HPY.png,800,200,hyperfair,0,a,419.83,a,1,1
P6,3,129,119,DST_074_M_HPY.png,400,600,unfair,0,a,432.86,a,1,1
P6,3,130,117,DST_015_M_HPY.png,300,700,unfair,0,a,495,a,1,1
P6,3,131,73,DST_029_F_HPY.png,100,900,unfair,0,a,536.58,a,1,0
P6,3,132,139,DST_119_M_HPY.png,800,200,hyperfair,0,a,690.17,a,1,1
P6,3,133,57,DST_088_M_ANG.png,500,500,fair,0,a,629.78,a,0,1
P6,3,134,27,DST_157_F_ANG.png,600,400,hyperfair,0,a,619.45,a,0,0
P6,3,135,123,DST_077_M_HPY.png,500,500,fair,0,a,546.67,a,1,1
P6,3,136,36,DST_004_F_ANG.png,900,100,hyperfair,0,a,682.75,a,0,0
P6,3,137,104,DST_182_F_HPY.png,800,200,hyperfair,0,a,461.82,a,1,0
P6,3,138,30,DST_036_F_ANG.png,700,300,hyperfair,0,a,537.92,a,0,0
P6,3,139,83,DST_124_F_HPY.png,400,600,unfair,0,a,419.18,a,1,0
P6,3,140,84,DST_129_F_HPY.png,400,600,unfair,0,a,325.94,a,1,0
P6,3,141,8,DST_149_F_ANG.png,300,700,unfair,0,a,276.45,a,0,0
P6,3,142,95,DST_161_F_HPY.png,500,500,fair,0,a,663.34,a,1,0
P6,3,143,72,DST_013_M_ANG.png,900,100,hyperfair,0,a,411.64,a,0,1
P6,3,144,64,DST_106_M_ANG.png,700,300,hyperfair,0,a,475.68,a,0,1
P7,3,1,39,DST_031_M_ANG.png,100,900,unfair,0,j,3183.54,a,0,1
P7,3,2,70,DST_115_M_ANG.png,900,100,hyperfair,0,a,864.71,a,0,1
P7,3,3,48,DST_056_M_ANG.png,400,600,unfair,0,a,4715.47,a,0,1
P7,3,4,137,DST_089_M_HPY.png,700,300,hyperfair,0,a,2303.94,a,1,1
P7,3,5,12,DST_040_F_ANG.png,400,600,unfair,0,a,1105.8,a,0,0
P7,3,6,28,DST_161_F_ANG.png,700,300,hyperfair,0,a,901.05,a,0,0
P7,3,7,97,DST_173_F_HPY.png,600,400,hyperfair,0,a,1007.94,a,1,0
P7,3,8,119,DST_074_M_HPY.png,400,600,unfair,0,a,934.13,a,1,1
P7,3,9,95,DST_161_F_HPY.png,500,500,fair,0,a,768.21,a,1,0
P7,3,10,73,DST_029_F_HPY.png,100,900,unfair,0,j,2737.54,a,1,0
P7,3,11,133,DST_030_M_HPY.png,600,400,hyperfair,0,a,3568,a,1,1
P7,3,12,87,DST_046_F_HPY.png,500,500,fair,0,a,834.94,a,1,0
P7,3,13,1,DST_046_F_ANG.png,100,900,unfair,0,j,1887.16,a,0,0
P7,3,14,89,DST_137_F_HPY.png,500,500,fair,0,a,660.05,a,1,0
P7,3,15,106,DST_027_F_HPY.png,900,100,hyperfair,0,a,886.24,a,1,0
P7,3,16,113,DST_016_M_HPY.png,200,800,unfair,0,j,1588.21,a,1,1
P7,3,17,4,DST_024_F_ANG.png,200,800,unfair,0,j,2886.33,a,0,0
P7,3,18,108,DST_138_F_HPY.png,900,100,hyperfair,0,a,914.49,a,1,0
P7,3,19,141,DST_079_M_HPY.png,800,200,hyperfair,0,a,5069.06,a,1,1
P7,3,20,122,DST_047_M_HPY.png,500,500,fair,0,a,2530.08,a,1,1
P7,3,21,69,DST_074_M_ANG.png,800,200,hyperfair,0,a,3339.09,a,0,1
P7,3,22,139,DST_119_M_HPY.png,800,200,hyperfair,0,a,743.54,a,1,1
P7,3,23,100,DST_065_F_HPY.png,700,300,hyperfair,0,a,1333.75,a,1,0
P7,3,24,128,DST_022_M_HPY.png,500,500,fair,0,a,738.26,a,1,1
P7,3,25,3,DST_138_F_ANG.png,100,900,unfair,0,j,3634.26,a,0,0
P7,3,26,94,DST_159_F_HPY.png,500,500,fair,0,a,720.9,a,1,0
P7,3,27,24,DST_147_F_ANG.png,500,500,fair,0,a,2038.79,a,0,0
P7,3,28,75,DST_142_F_HPY.png,100,900,unfair,0,j,2675.43,a,1,0
P7,3,29,142,DST_081_M_HPY.png,900,100,hyperfair,0,a,1318.68,a,1,1
P7,3,30,34,DST_042_F_ANG.png,900,100,hyperfair,0,a,1061.89,a,0,0
P7,3,31,22,DST_186_F_ANG.png,500,500,fair,0,a,872.44,a,0,0
P7,3,32,44,DST_079_M_ANG.png,300,700,unfair,0,j,4102.43,a,0,1
P7,3,33,64,DST_106_M_ANG.png,700,300,hyperfair,0,a,1762.64,a,0,1
P7,3,34,130,DST_056_M_HPY.png,500,500,fair,0,a,650.98,a,1,1
P7,3,35,131,DST_088_M_HPY.png,500,500,fair,0,a,723.81,a,1,1
P7,3,36,120,DST_084_M_HPY.png,400,600,unfair,0,j,1780.91,a,1,1
P7,3,37,46,DST_048_M_ANG.png,400,600,unfair,0,a,5987,a,0,1
P7,3,38,11,DST_137_F_ANG.png,400,600,unfair,0,a,982.47,a,0,0
P7,3,39,92,DST_133_F_HPY.png,500,500,fair,0,a,763.94,a,1,0
P7,3,40,78,DST_145_F_HPY.png,200,800,unfair,0,j,4794.96,a,1,0
P7,3,41,85,DST_002_F_HPY.png,500,500,fair,0,a,1737.89,a,1,0
P7,3,42,55,DST_096_M_ANG.png,500,500,fair,0,a,630.88,a,0,1
P7,3,43,124,DST_013_M_HPY.png,500,500,fair,0,a,801.19,a,1,1
P7,3,44,116,DST_010_M_HPY.png,300,700,unfair,0,j,3487.36,a,1,1
P7,3,45,98,DST_174_F_HPY.png,600,400,hyperfair,0,a,8546.73,a,1,0
P7,3,46,112,DST_116_M_HPY.png,200,800,unfair,0,j,6573.16,a,1,1
P7,3,47,68,DST_064_M_ANG.png,800,200,hyperfair,0,a,1732.38,a,0,1
P7,3,48,45,DST_099_M_ANG.png,300,700,unfair,0,j,1423.98,a,0,1
P7,3,49,8,DST_149_F_ANG.png,300,700,unfair,0,j,1658.67,a,0,0
P7,3,50,56,DST_120_M_ANG.png,500,500,fair,0,a,757.63,a,0,1
P7,3,51,43,DST_047_M_ANG.png,300,700,unfair,0,a,5638.56,a,0,1
P7,3,52,105,DST_185_F_HPY.png,800,200,hyperfair,0,a,899.63,a,1,0
P7,3,53,138,DST_118_M_HPY.png,700,300,hyperfair,0,a,3422.41,a,1,1
P7,3,54,143,DST_083_M_HPY.png,900,100,hyperfair,0,a,1236.61,a,1,1
P7,3,55,79,DST_149_F_HPY.png,300,700,unfair,0,j,1379.52,a,1,0
P7,3,56,67,DST_020_M_ANG.png,800,200,hyperfair,0,a,2955.75,a,0,1
P7,3,57,134,DST_064_M_HPY.png,600,400,hyperfair,0,a,899.62,a,1,1
P7,3,58,115,DST_103_M_HPY.png,300,700,unfair,0,j,4737.19,a,1,1
P7,3,59,62,DST_051_M_ANG.png,600,400,hyperfair,0,a,2225.36,a,0,1
P7,3,60,81,DST_135_F_HPY.png,300,700,unfair,0,a,1094.57,a,1,0
P7,3,61,90,DST_164_F_HPY.png,500,500,fair,0,a,664.18,a,1,0
P7,3,62,20,DST_164_F_ANG.png,500,500,fair,0,a,673.23,a,0,0
P7,3,63,14,DST_005_F_ANG.png,500,500,fair,0,a,887.55,a,0,0
P7,3,64,52,DST_097_M_ANG.png,500,500,fair,0,a,646.86,a,0,1
P7,3,65,23,DST_032_F_ANG.png,500,500,fair,0,a,640.2,a,0,0
P7,3,66,7,DST_009_F_ANG.png,300,700,unfair,0,j,5349.01,a,0,0
P7,3,67,60,DST_118_M_ANG.png,500,500,fair,0,a,651.76,a,0,1
P7,3,68,10,DST_133_F_ANG.png,400,600,unfair,0,a,9778.04,a,0,0
P7,3,69,6,DST_130_F_ANG.png,200,800,unfair,0,j,1272.9,a,0,0
P7,3,70,2,DST_017_F_ANG.png,100,900,unfair,0,j,1126.47,a,0,0
P7,3,71,71,DST_012_M_ANG.png,900,100,hyperfair,0,a,887.92,a,0,1
P7,3,72,16,DST_131_F_ANG.png,500,500,fair,0,a,772.01,a,0,0
P7,3,73,40,DST_119_M_ANG.png,200,800,unfair,0,j,2682.85,a,0,1
P7,3,74,29,DST_183_F_ANG.png,700,300,hyperfair,0,a,893.14,a,0,0
P7,3,75,144,DST_091_M_HPY.png,900,100,hyperfair,0,a,1157.86,a,1,1
P7,3,76,127,DST_115_M_HPY.png,500,500,fair,0,a,612.2,a,1,1
P7,3,77,76,DST_183_F_HPY.png,200,800,unfair,0,j,1034.74,a,1,0
P7,3,78,42,DST_026_M_ANG.png,200,800,unfair,0,j,1778.92,a,0,1
P7,3,79,99,DST_186_F_HPY.png,600,400,hyperfair,0,a,824.73,a,1,0
P7,3,80,136,DST_093_M_HPY.png,700,300,hyperfair,0,a,2373.21,a,1,1
P7,3,81,32,DST_182_F_ANG.png,800,200,hyperfair,0,a,753.15,a,0,0
P7,3,82,57,DST_088_M_ANG.png,500,500,fair,0,a,772.74,a,0,1
P7,3,83,25,DST_029_F_ANG.png,600,400,hyperfair,0,a,899.98,a,0,0
P7,3,84,102,DST_177_F_HPY.png,700,300,hyperfair,0,a,2736.02,a,1,0
P7,3,85,61,DST_010_M_ANG.png,600,400,hyperfair,0,a,847.88,a,0,1
P7,3,86,83,DST_124_F_HPY.png,400,600,unfair,0,a,3901.51,a,1,0
P7,3,87,47,DST_030_M_ANG.png,400,600,unfair,0,a,1972.83,a,0,1
P7,3,88,33,DST_002_F_ANG.png,800,200,hyperfair,0,a,738.87,a,0,0
P7,3,89,109,DST_026_M_HPY.png,100,900,unfair,0,j,1302.26,a,1,1
P7,3,90,13,DST_167_F_ANG.png,500,500,fair,0,a,689.16,a,0,0
P7,3,91,27,DST_157_F_ANG.png,600,400,hyperfair,0,a,1362.96,a,0,0
P7,3,92,129,DST_031_M_HPY.png,500,500,fair,0,a,733.91,a,1,1
P7,3,93,21,DST_174_F_ANG.png,500,500,fair,0,a,2161.9,a,0,0
P7,3,94,110,DST_086_M_HPY.png,100,900,unfair,0,j,3035.22,a,1,1
P7,3,95,38,DST_043_M_ANG.png,100,900,unfair,0,j,1541.88,a,0,1
P7,3,96,86,DST_040_F_HPY.png,500,500,fair,0,a,2886.25,a,1,0
P7,3,97,17,DST_145_F_ANG.png,500,500,fair,0,a,1221.21,a,0,0
P7,3,98,140,DST_018_M_HPY.png,800,200,hyperfair,0,a,738.45,a,1,1
P7,3,99,126,DST_114_M_HPY.png,500,500,fair,0,a,674.94,a,1,1
P7,3,100,36,DST_004_F_ANG.png,900,100,hyperfair,0,a,903.25,a,0,0
P7,3,101,103,DST_126_F_HPY.png,800,200,hyperfair,0,a,1490.73,a,1,0
P7,3,102,30,DST_036_F_ANG.png,700,300,hyperfair,0,a,2148.55,a,0,0
P7,3,103,51,DST_090_M_ANG.png,500,500,fair,0,a,4204.48,a,0,1
P7,3,104,58,DST_091_M_ANG.png,500,500,fair,0,a,1015.71,a,0,1
P7,3,105,18,DST_023_F_ANG.png,500,500,fair,0,a,676.02,a,0,0
P7,3,106,132,DST_122_M_HPY.png,500,500,fair,0,a,617.99,a,1,1
P7,3,107,135,DST_071_M_HPY.png,600,400,hyperfair,0,a,685.67,a,1,1
P7,3,108,101,DST_157_F_HPY.png,700,300,hyperfair,0,a,2097.81,a,1,0
P7,3,109,9,DST_129_F_ANG.png,300,700,unfair,0,j,5147.91,a,0,0
P7,3,110,74,DST_036_F_HPY.png,100,900,unfair,0,j,2717.71,a,1,0
P7,3,111,53,DST_103_M_ANG.png,500,500,fair,0,a,1196.87,a,0,1
P7,3,112,84,DST_129_F_HPY.png,400,600,unfair,0,a,4842.68,a,1,0
P7,3,113,93,DST_146_F_HPY.png,500,500,fair,0,a,694.33,a,1,0
P7,3,114,125,DST_096_M_HPY.png,500,500,fair,0,a,813.13,a,1,1
P7,3,115,88,DST_131_F_HPY.png,500,500,fair,0,a,3728.4,a,1,0
P7,3,116,104,DST_182_F_HPY.png,800,200,hyperfair,0,a,2777.5,a,1,0
P7,3,117,31,DST_171_F_ANG.png,800,200,hyperfair,0,a,3420.08,a,0,0
P7,3,118,121,DST_012_M_HPY.png,500,500,fair,0,a,737.81,a,1,1
P7,3,119,19,DST_025_F_ANG.png,500,500,fair,0,a,729.26,a,0,0
P7,3,120,37,DST_071_M_ANG.png,100,900,unfair,0,j,3753.41,a,0,1
P7,3,121,66,DST_114_M_ANG.png,700,300,hyperfair,0,a,3967.73,a,0,1
P7,3,122,80,DST_128_F_HPY.png,300,700,unfair,0,a,3113.53,a,1,0
P7,3,123,59,DST_098_M_ANG.png,500,500,fair,0,a,842.47,a,0,1
P7,3,124,65,DST_110_M_ANG.png,700,300,hyperfair,0,a,3351.55,a,0,1
P7,3,125,96,DST_162_F_HPY.png,500,500,fair,0,a,6752.55,a,1,0
P7,3,126,117,DST_015_M_HPY.png,300,700,unfair,0,a,4401.56,a,1,1
P7,3,127,5,DST_124_F_ANG.png,200,800,unfair,0,j,2114.04,a,0,0
P7,3,128,91,DST_025_F_HPY.png,500,500,fair,0,a,1132.93,a,1,0
P7,3,129,26,DST_135_F_ANG.png,600,400,hyperfair,0,a,3644.24,a,0,0
P7,3,130,54,DST_022_M_ANG.png,500,500,fair,0,a,857.32,a,0,1
P7,3,131,41,DST_016_M_ANG.png,200,800,unfair,0,j,3092.76,a,0,1
P7,3,132,123,DST_077_M_HPY.png,500,500,fair,0,a,904.62,a,1,1
P7,3,133,50,DST_089_M_ANG.png,500,500,fair,0,a,664.96,a,0,1
P7,3,134,15,DST_123_F_ANG.png,500,500,fair,0,a,3296.98,a,0,0
P7,3,135,82,DST_009_F_HPY.png,400,600,unfair,0,a,1482.55,a,1,0
P7,3,136,111,DST_097_M_HPY.png,100,900,unfair,0,j,1054.58,a,1,1
P7,3,137,77,DST_017_F_HPY.png,200,800,unfair,0,j,3490.98,a,1,0
P7,3,138,35,DST_173_F_ANG.png,900,100,hyperfair,0,j,1656.36,a,0,0
P7,3,139,72,DST_013_M_ANG.png,900,100,hyperfair,0,a,2040.49,a,0,1
P7,3,140,114,DST_098_M_HPY.png,200,800,unfair,0,j,5334.93,a,1,1
P7,3,141,63,DST_081_M_ANG.png,600,400,hyperfair,0,a,1519.74,a,0,1
P7,3,142,107,DST_130_F_HPY.png,900,100,hyperfair,0,a,1231.9,a,1,0
P7,3,143,118,DST_048_M_HPY.png,400,600,unfair,0,j,2556.4,a,1,1
P7,3,144,49,DST_068_M_ANG.png,500,500,fair,0,a,1446.34,a,0,1
P8,3,1,32,DST_182_F_ANG.png,800,200,hyperfair,0,j,5952.3,a,0,0
P8,3,2,82,DST_009_F_HPY.png,400,600,unfair,0,a,4961.4,a,1,0
P8,3,3,135,DST_071_M_HPY.png,600,400,hyperfair,0,a,1786.65,a,1,1
P8,3,4,15,DST_123_F_ANG.png,500,500,fair,0,a,1745.96,a,0,0
P8,3,5,35,DST_173_F_ANG.png,900,100,hyperfair,0,j,2586.73,a,0,0
P8,3,6,61,DST_010_M_ANG.png,600,400,hyperfair,0,a,1251.46,a,0,1
P8,3,7,34,DST_042_F_ANG.png,900,100,hyperfair,0,j,2383.51,a,0,0
P8,3,8,7,DST_009_F_ANG.png,300,700,unfair,0,j,2385.27,a,0,0
P8,3,9,43,DST_047_M_ANG.png,300,700,unfair,0,j,2933.34,a,0,1
P8,3,10,103,DST_126_F_HPY.png,800,200,hyperfair,0,j,2704.34,a,1,0
P8,3,11,132,DST_122_M_HPY.png,500,500,fair,0,a,787.63,a,1,1
P8,3,12,33,DST_002_F_ANG.png,800,200,hyperfair,0,j,1365.14,a,0,0
P8,3,13,11,DST_137_F_ANG.png,400,600,unfair,0,a,1532.43,a,0,0
P8,3,14,109,DST_026_M_HPY.png,100,900,unfair,0,j,1519.74,a,1,1
P8,3,15,31,DST_171_F_ANG.png,800,200,hyperfair,0,j,3506.03,a,0,0
P8,3,16,144,DST_091_M_HPY.png,900,100,hyperfair,0,j,1621.92,a,1,1
P8,3,17,22,DST_186_F_ANG.png,500,500,fair,0,a,1347.87,a,0,0
P8,3,18,143,DST_083_M_HPY.png,900,100,hyperfair,0,j,1835.83,a,1,1
P8,3,19,100,DST_065_F_HPY.png,700,300,hyperfair,0,j,1681.68,a,1,0
P8,3,20,72,DST_013_M_ANG.png,900,100,hyperfair,0,j,1087,a,0,1
P8,3,21,69,DST_074_M_ANG.png,800,200,hyperfair,0,j,1314.29,a,0,1
P8,3,22,96,DST_162_F_HPY.png,500,500,fair,0,a,717.71,a,1,0
P8,3,23,6,DST_130_F_ANG.png,200,800,unfair,0,j,1231.57,a,0,0
P8,3,24,90,DST_164_F_HPY.png,500,500,fair,0,a,892.21,a,1,0
P8,3,25,128,DST_022_M_HPY.png,500,500,fair,0,a,699.05,a,1,1
P8,3,26,64,DST_106_M_ANG.png,700,300,hyperfair,0,a,3693.09,a,0,1
P8,3,27,13,DST_167_F_ANG.png,500,500,fair,0,a,680.52,a,0,0
P8,3,28,57,DST_088_M_ANG.png,500,500,fair,0,a,768,a,0,1
P8,3,29,74,DST_036_F_HPY.png,100,900,unfair,0,j,1791.39,a,1,0
P8,3,30,44,DST_079_M_ANG.png,300,700,unfair,0,j,2200.14,a,0,1
P8,3,31,24,DST_147_F_ANG.png,500,500,fair,0,a,878.77,a,0,0
P8,3,32,110,DST_086_M_HPY.png,100,900,unfair,0,j,2956.03,a,1,1
P8,3,33,104,DST_182_F_HPY.png,800,200,hyperfair,0,j,1938.31,a,1,0
P8,3,34,130,DST_056_M_HPY.png,500,500,fair,0,a,2117.11,a,1,1
P8,3,35,12,DST_040_F_ANG.png,400,600,unfair,0,j,4333.78,a,0,0
P8,3,36,46,DST_048_M_ANG.png,400,600,unfair,0,j,2357.93,a,0,1
P8,3,37,129,DST_031_M_HPY.png,500,500,fair,0,a,824.16,a,1,1
P8,3,38,134,DST_064_M_HPY.png,600,400,hyperfair,0,a,4901.15,a,1,1
P8,3,39,75,DST_142_F_HPY.png,100,900,unfair,0,j,1249.07,a,1,0
P8,3,40,21,DST_174_F_ANG.png,500,500,fair,0,a,1070.32,a,0,0
P8,3,41,20,DST_164_F_ANG.png,500,500,fair,0,a,742.79,a,0,0
P8,3,42,87,DST_046_F_HPY.png,500,500,fair,0,a,572.06,a,1,0
P8,3,43,142,DST_081_M_HPY.png,900,100,hyperfair,0,j,1523.4,a,1,1
P8,3,44,133,DST_030_M_HPY.png,600,400,hyperfair,0,a,2804.78,a,1,1
P8,3,45,8,DST_149_F_ANG.png,300,700,unfair,0,j,2019.5,a,0,0
P8,3,46,86,DST_040_F_HPY.png,500,500,fair,0,a,865.49,a,1,0
